gene,logP
TRINITY_DN276530_c0_g1,-1.45564747683869
TRINITY_DN173921_c0_g1,-1.44961858802121
TRINITY_DN643065_c0_g1,-1.4496185848543
TRINITY_DN371134_c0_g1,-1.44961858357814
TRINITY_DN59421_c0_g1,-1.44522864266113
TRINITY_DN38567_c0_g1,-1.44522836600345
TRINITY_DN34982_c0_g1,-1.43733846161304
TRINITY_DN294618_c0_g1,-1.43697888546416
TRINITY_DN489445_c0_g1,-1.42209821232233
TRINITY_DN40157_c0_g1,-1.42118417604153
TRINITY_DN299635_c4_g1,-1.41948619873387
TRINITY_DN277073_c0_g1,-1.41359530619941
TRINITY_DN226645_c0_g1,-1.4095749386292
TRINITY_DN34629_c0_g1,-1.40424405817218
TRINITY_DN38599_c0_g1,-1.4014739214875
TRINITY_DN314625_c1_g5,-1.40033881121373
TRINITY_DN6226_c0_g1,-1.40033880604101
TRINITY_DN234161_c0_g1,-1.39888661098682
TRINITY_DN314164_c0_g1,-1.39707063689423
TRINITY_DN462816_c0_g1,-1.38014259627603
TRINITY_DN274882_c0_g1,-1.37503581844205
TRINITY_DN278923_c0_g1,-1.37480359717258
TRINITY_DN312097_c0_g2,-1.37410126693149
TRINITY_DN29819_c0_g1,-1.37179126229499
TRINITY_DN277087_c0_g1,-1.36944317742266
TRINITY_DN546037_c0_g1,-1.35792146462663
TRINITY_DN485508_c0_g1,-1.35357331522723
TRINITY_DN316644_c1_g4,-1.35068012109208
TRINITY_DN102051_c0_g1,-1.3483596119039
TRINITY_DN255882_c1_g1,-1.3378790718589
TRINITY_DN276577_c0_g1,-1.33627080800845
TRINITY_DN314104_c3_g6,-1.33627080762591
TRINITY_DN299782_c1_g2,-1.32830148199564
TRINITY_DN311989_c2_g1,-1.31673673388423
TRINITY_DN252335_c0_g1,-1.31510104904394
TRINITY_DN311497_c0_g3,-1.30800872204699
TRINITY_DN276577_c1_g1,-1.30088733938247
TRINITY_DN523774_c0_g1,-1.29316941946567
TRINITY_DN231218_c0_g1,-1.28080052712069
TRINITY_DN349141_c0_g1,-1.28080052525403
TRINITY_DN540926_c0_g1,-1.28080052525403
TRINITY_DN546116_c0_g1,-1.28080052401396
TRINITY_DN540348_c0_g1,-1.28080052208939
TRINITY_DN314640_c2_g1,-1.28080051566993
TRINITY_DN385194_c0_g1,-1.28080051566993
TRINITY_DN492529_c0_g1,-1.28080051557863
TRINITY_DN493665_c0_g1,-1.28080050784451
TRINITY_DN649974_c0_g1,-1.28080049950048
TRINITY_DN255269_c0_g1,-1.2655523430457
TRINITY_DN664944_c0_g1,-1.26481311445839
TRINITY_DN316647_c2_g1,-1.25767746229719
TRINITY_DN299703_c1_g1,-1.25515141599321
TRINITY_DN666209_c0_g1,-1.25361902893532
TRINITY_DN666066_c0_g1,-1.25099487566687
TRINITY_DN106753_c0_g1,-1.23386237639973
TRINITY_DN276578_c0_g1,-1.23167599657215
TRINITY_DN257908_c0_g2,-1.23084473973031
TRINITY_DN295229_c6_g1,-1.22800340054186
TRINITY_DN314830_c2_g1,-1.21165512209398
TRINITY_DN10434_c0_g1,-1.19584910733558
TRINITY_DN316214_c4_g3,-1.1946222939323
TRINITY_DN2278_c0_g1,-1.19459254205765
TRINITY_DN312082_c2_g1,-1.19207839950869
TRINITY_DN277002_c0_g1,-1.18836592904942
TRINITY_DN277951_c0_g1,-1.18744213739487
TRINITY_DN293472_c0_g1,-1.18216217510173
TRINITY_DN102662_c0_g1,-1.18022776004387
TRINITY_DN25698_c0_g1,-1.17874964539732
TRINITY_DN668744_c0_g1,-1.17874964539732
TRINITY_DN222939_c0_g1,-1.17874964145074
TRINITY_DN451349_c0_g1,-1.17874963911007
TRINITY_DN444555_c0_g1,-1.17869833101912
TRINITY_DN25592_c0_g1,-1.1786983301448
TRINITY_DN664333_c0_g1,-1.17869831698285
TRINITY_DN216_c0_g1,-1.17869808536308
TRINITY_DN314215_c1_g4,-1.17869808313022
TRINITY_DN150567_c0_g1,-1.17817344511668
TRINITY_DN104322_c0_g1,-1.17592077584772
TRINITY_DN27620_c0_g1,-1.16571623838039
TRINITY_DN220141_c0_g1,-1.16206619660032
TRINITY_DN312744_c0_g2,-1.16172749743069
TRINITY_DN46455_c0_g1,-1.1569671307941
TRINITY_DN316644_c2_g8,-1.15427438512601
TRINITY_DN621454_c0_g1,-1.15407617629658
TRINITY_DN256938_c0_g2,-1.14820083866701
TRINITY_DN317296_c5_g1,-1.14563237755583
TRINITY_DN649959_c0_g1,-1.14253579718672
TRINITY_DN311071_c0_g2,-1.12120292943889
TRINITY_DN259160_c0_g1,-1.11524218838882
TRINITY_DN553919_c0_g1,-1.11231263569702
TRINITY_DN256267_c0_g1,-1.10183639880834
TRINITY_DN66490_c0_g1,-1.09805846846816
TRINITY_DN440487_c0_g1,-1.09077983280227
TRINITY_DN106388_c0_g1,-1.09077982793166
TRINITY_DN48180_c0_g1,-1.09077982793166
TRINITY_DN102420_c0_g1,-1.09077982573151
TRINITY_DN151697_c0_g1,-1.09077982573151
TRINITY_DN540523_c0_g1,-1.09077982573151
TRINITY_DN3809_c0_g1,-1.09077982355667
TRINITY_DN676523_c0_g1,-1.09077980784938
TRINITY_DN31201_c0_g1,-1.09077980620719
TRINITY_DN384862_c0_g1,-1.09077978733319
TRINITY_DN664949_c0_g1,-1.09077977378038
TRINITY_DN49375_c0_g1,-1.09077959967757
TRINITY_DN311494_c0_g5,-1.0907795933585
TRINITY_DN324613_c0_g1,-1.0907795933585
TRINITY_DN344487_c0_g1,-1.0907795933585
TRINITY_DN371615_c0_g1,-1.0907795933585
TRINITY_DN54643_c0_g1,-1.0907795933585
TRINITY_DN324636_c0_g1,-1.09077959118367
TRINITY_DN591909_c0_g1,-1.09077959118367
TRINITY_DN622702_c0_g1,-1.09077959118367
TRINITY_DN63817_c0_g1,-1.09077959118367
TRINITY_DN686399_c0_g1,-1.09077959118367
TRINITY_DN311494_c0_g1,-1.09077957110139
TRINITY_DN34077_c0_g1,-1.09077957110139
TRINITY_DN160356_c1_g1,-1.09077953920722
TRINITY_DN312006_c1_g4,-1.08885187728935
TRINITY_DN314849_c0_g1,-1.07563018664013
TRINITY_DN252384_c0_g1,-1.06917795868745
TRINITY_DN292389_c1_g3,-1.0606097672201
TRINITY_DN256664_c0_g1,-1.05989917777867
TRINITY_DN296365_c1_g1,-1.05774900019581
TRINITY_DN255882_c2_g1,-1.05190864013322
TRINITY_DN298239_c0_g2,-1.04236565411548
TRINITY_DN173170_c0_g1,-1.03840533573416
TRINITY_DN310734_c1_g4,-1.03602117581009
TRINITY_DN656256_c0_g1,-1.03278436535013
TRINITY_DN298613_c0_g1,-1.02629664057581
TRINITY_DN277372_c0_g4,-1.02526377429866
TRINITY_DN223895_c0_g1,-1.01969481474122
TRINITY_DN314105_c1_g1,-1.00972877047785
TRINITY_DN298613_c0_g2,-0.99909561683348
TRINITY_DN37169_c0_g1,-0.998758450085815
TRINITY_DN274880_c0_g1,-0.998202822269375
TRINITY_DN15163_c0_g1,-0.998112833007247
TRINITY_DN254298_c0_g1,-0.997450735208651
TRINITY_DN292958_c0_g2,-0.990140174982171
TRINITY_DN276531_c0_g1,-0.989577782996965
TRINITY_DN6370_c0_g1,-0.98212411047148
TRINITY_DN523583_c0_g1,-0.977800205412395
TRINITY_DN11142_c0_g1,-0.974437223211488
TRINITY_DN591410_c0_g1,-0.974437219762777
TRINITY_DN62277_c0_g1,-0.974437208642157
TRINITY_DN494769_c0_g1,-0.952068949329633
TRINITY_DN256538_c0_g1,-0.951664472439768
TRINITY_DN676527_c0_g1,-0.945552222300001
TRINITY_DN294140_c2_g1,-0.945053435536196
TRINITY_DN271001_c0_g1,-0.944425169217243
TRINITY_DN31190_c0_g1,-0.943264277402112
TRINITY_DN311984_c0_g1,-0.938172368072207
TRINITY_DN4931_c0_g1,-0.934586917762049
TRINITY_DN293891_c0_g1,-0.931725004727765
TRINITY_DN316938_c1_g1,-0.93162500425699
TRINITY_DN37114_c0_g1,-0.930915598680229
TRINITY_DN3476_c0_g1,-0.927654739652253
TRINITY_DN292952_c0_g1,-0.92604949600765
TRINITY_DN274830_c0_g1,-0.920896092073252
TRINITY_DN3728_c0_g1,-0.907705712427202
TRINITY_DN227341_c0_g1,-0.906408780958213
TRINITY_DN457346_c0_g1,-0.90345049026359
TRINITY_DN312717_c0_g2,-0.901705962992266
TRINITY_DN314275_c4_g4,-0.900961798356917
TRINITY_DN295083_c1_g2,-0.897360417892981
TRINITY_DN316647_c2_g5,-0.893624394356324
TRINITY_DN293899_c0_g1,-0.893449095815011
TRINITY_DN274558_c0_g1,-0.891809034742502
TRINITY_DN311474_c0_g1,-0.890915657891606
TRINITY_DN292956_c0_g1,-0.88658728524237
TRINITY_DN271056_c0_g1,-0.880345790366083
TRINITY_DN252852_c0_g1,-0.879489556022427
TRINITY_DN296713_c0_g1,-0.878930807413424
TRINITY_DN310737_c2_g1,-0.876923964282641
TRINITY_DN371428_c0_g1,-0.876815334679591
TRINITY_DN548964_c0_g1,-0.874013975503729
TRINITY_DN115524_c0_g1,-0.866219405145292
TRINITY_DN311075_c0_g1,-0.862452539010386
TRINITY_DN172864_c0_g1,-0.861120161626131
TRINITY_DN292662_c0_g1,-0.855224706039322
TRINITY_DN226099_c0_g1,-0.855093060283183
TRINITY_DN294776_c2_g2,-0.849420373711778
TRINITY_DN67658_c0_g1,-0.843804988657715
TRINITY_DN298816_c3_g1,-0.840527217826391
TRINITY_DN299794_c0_g1,-0.838323369250172
TRINITY_DN316284_c0_g3,-0.825053212541293
TRINITY_DN314888_c1_g4,-0.822991015223501
TRINITY_DN154813_c0_g1,-0.821227595718475
TRINITY_DN310734_c1_g1,-0.815994324489417
TRINITY_DN3560_c0_g1,-0.815568820454921
TRINITY_DN139774_c0_g1,-0.815568806697676
TRINITY_DN119004_c0_g1,-0.815568806165009
TRINITY_DN22698_c0_g1,-0.815568548964913
TRINITY_DN460298_c0_g1,-0.815568548964913
TRINITY_DN276869_c0_g2,-0.815503537499266
TRINITY_DN106378_c0_g1,-0.811621972451689
TRINITY_DN314633_c0_g1,-0.811621972451689
TRINITY_DN231235_c0_g1,-0.811621959201049
TRINITY_DN277220_c0_g1,-0.810973325544388
TRINITY_DN311923_c3_g1,-0.808708779403797
TRINITY_DN294668_c0_g2,-0.802803499638597
TRINITY_DN311472_c0_g2,-0.802518831218632
TRINITY_DN675624_c0_g1,-0.802180546108937
TRINITY_DN48318_c0_g1,-0.799307230178728
TRINITY_DN659215_c0_g1,-0.79782622080483
TRINITY_DN317298_c3_g1,-0.797305440542323
TRINITY_DN314158_c0_g1,-0.79596741801299
TRINITY_DN311779_c1_g1,-0.795633366396645
TRINITY_DN228049_c0_g1,-0.789038955016203
TRINITY_DN292956_c1_g1,-0.783922282729806
TRINITY_DN292969_c0_g1,-0.781491234760001
TRINITY_DN271059_c0_g1,-0.775924682755282
TRINITY_DN276020_c0_g1,-0.773366324984837
TRINITY_DN256626_c0_g1,-0.772667561303834
TRINITY_DN316214_c4_g2,-0.768860694547987
TRINITY_DN256915_c0_g1,-0.766130068682985
TRINITY_DN294140_c2_g4,-0.765326519285051
TRINITY_DN664210_c0_g1,-0.765245190623866
TRINITY_DN10567_c0_g1,-0.764834688231708
TRINITY_DN311923_c2_g4,-0.745895201697467
TRINITY_DN317254_c4_g2,-0.745625552528299
TRINITY_DN5449_c0_g1,-0.738056207729338
TRINITY_DN325_c0_g1,-0.732722169712958
TRINITY_DN293489_c0_g1,-0.732592996901743
TRINITY_DN294141_c0_g1,-0.732364905532493
TRINITY_DN314844_c0_g2,-0.731465288680438
TRINITY_DN314638_c0_g3,-0.731169526348036
TRINITY_DN3494_c0_g1,-0.730917925552554
TRINITY_DN311417_c8_g1,-0.712868512056019
TRINITY_DN372960_c0_g1,-0.711671898851775
TRINITY_DN622724_c0_g1,-0.707197435031692
TRINITY_DN461613_c0_g1,-0.707197433680598
TRINITY_DN296270_c3_g3,-0.701836491779705
TRINITY_DN276639_c0_g1,-0.696711908236292
TRINITY_DN316644_c0_g1,-0.69161176106456
TRINITY_DN312700_c0_g1,-0.691464195028985
TRINITY_DN252877_c0_g1,-0.68889709611266
TRINITY_DN311471_c0_g1,-0.686330122440178
TRINITY_DN114085_c0_g1,-0.685657189412056
TRINITY_DN689772_c0_g1,-0.682593375337095
TRINITY_DN312046_c0_g1,-0.680565627348995
TRINITY_DN276048_c1_g1,-0.674571766181095
TRINITY_DN5933_c0_g1,-0.673513822466901
TRINITY_DN542378_c0_g1,-0.673513810855984
TRINITY_DN3241_c0_g1,-0.673513547563784
TRINITY_DN616041_c0_g1,-0.673513538582245
TRINITY_DN274732_c0_g1,-0.669191901276064
TRINITY_DN298233_c0_g2,-0.668113855446791
TRINITY_DN311719_c0_g1,-0.667493995861144
TRINITY_DN293810_c0_g1,-0.665600912466753
TRINITY_DN344030_c0_g1,-0.656179694385816
TRINITY_DN254296_c0_g1,-0.650818054905614
TRINITY_DN106714_c0_g1,-0.640739096644463
TRINITY_DN311739_c0_g1,-0.63663784367316
TRINITY_DN317296_c6_g2,-0.636440797986843
TRINITY_DN294146_c2_g5,-0.634422141554403
TRINITY_DN312007_c0_g1,-0.633241326524141
TRINITY_DN256918_c0_g1,-0.633241311881793
TRINITY_DN311472_c0_g5,-0.61515938870873
TRINITY_DN295085_c1_g1,-0.613224000170018
TRINITY_DN324602_c0_g1,-0.612688016248075
TRINITY_DN252070_c0_g1,-0.610949719680318
TRINITY_DN151664_c0_g1,-0.608392631464041
TRINITY_DN256417_c0_g1,-0.606776124041191
TRINITY_DN1192_c0_g1,-0.601739781385219
TRINITY_DN312089_c0_g1,-0.601280357479163
TRINITY_DN222908_c0_g1,-0.598493728084919
TRINITY_DN312092_c0_g1,-0.597564176476778
TRINITY_DN226930_c0_g1,-0.596784556673315
TRINITY_DN293397_c0_g1,-0.595230472221549
TRINITY_DN312754_c4_g1,-0.589329385371749
TRINITY_DN251929_c0_g1,-0.58507275409415
TRINITY_DN46499_c0_g1,-0.58398932828999
TRINITY_DN316218_c1_g3,-0.583538440765143
TRINITY_DN310022_c0_g1,-0.582475700890701
TRINITY_DN296219_c2_g3,-0.581718378975805
TRINITY_DN278967_c0_g1,-0.579399317028084
TRINITY_DN231563_c0_g1,-0.575437533429712
TRINITY_DN271051_c0_g1,-0.572242984963421
TRINITY_DN316214_c5_g1,-0.572133832239567
TRINITY_DN27883_c0_g1,-0.570652967296057
TRINITY_DN276082_c0_g1,-0.570533510651583
TRINITY_DN238251_c0_g1,-0.570043171231698
TRINITY_DN312750_c0_g1,-0.5680561537901
TRINITY_DN292375_c0_g1,-0.565782056827556
TRINITY_DN311712_c0_g1,-0.552020108604205
TRINITY_DN252339_c0_g1,-0.547731488368259
TRINITY_DN173158_c0_g1,-0.546348705153939
TRINITY_DN312086_c6_g5,-0.546344267743677
TRINITY_DN25418_c0_g1,-0.540953670234754
TRINITY_DN277947_c0_g1,-0.53955875990342
TRINITY_DN314104_c3_g3,-0.528246258086243
TRINITY_DN310026_c1_g1,-0.527830767962502
TRINITY_DN311469_c0_g1,-0.526760530550008
TRINITY_DN316236_c1_g3,-0.519027685948339
TRINITY_DN238490_c0_g2,-0.517591381727744
TRINITY_DN5245_c0_g1,-0.517591380875371
TRINITY_DN1726_c0_g1,-0.51756913162844
TRINITY_DN298141_c0_g1,-0.514604912684048
TRINITY_DN481884_c0_g1,-0.514150447802951
TRINITY_DN274845_c0_g1,-0.511636551735063
TRINITY_DN226717_c0_g1,-0.510805444974436
TRINITY_DN296754_c3_g1,-0.500861916447332
TRINITY_DN66436_c0_g1,-0.494421894721492
TRINITY_DN231266_c0_g1,-0.494026284103071
TRINITY_DN35388_c0_g1,-0.493586311032417
TRINITY_DN310027_c3_g1,-0.492390046222962
TRINITY_DN278819_c0_g1,-0.486305933191973
TRINITY_DN256682_c0_g1,-0.484654488303448
TRINITY_DN311732_c0_g1,-0.480012789153415
TRINITY_DN274890_c0_g1,-0.478137275765742
TRINITY_DN312099_c0_g4,-0.473648304869026
TRINITY_DN316922_c2_g3,-0.471528132110566
TRINITY_DN294199_c0_g1,-0.468376755198883
TRINITY_DN314886_c0_g3,-0.466781278343707
TRINITY_DN296360_c0_g1,-0.464038685301308
TRINITY_DN296275_c0_g4,-0.454667338075138
TRINITY_DN277004_c0_g1,-0.453599440977543
TRINITY_DN256552_c0_g2,-0.453007729657775
TRINITY_DN277322_c0_g1,-0.452837752781103
TRINITY_DN299037_c9_g4,-0.45283774378852
TRINITY_DN485551_c0_g1,-0.451909689361631
TRINITY_DN44988_c0_g1,-0.442489884545334
TRINITY_DN311034_c2_g1,-0.440920180668263
TRINITY_DN276012_c0_g1,-0.440507785387239
TRINITY_DN102671_c0_g1,-0.439118624178515
TRINITY_DN317267_c0_g1,-0.436945154197299
TRINITY_DN311923_c2_g2,-0.436628813841047
TRINITY_DN312009_c0_g1,-0.432276560761857
TRINITY_DN227586_c0_g1,-0.431018440262979
TRINITY_DN294140_c3_g2,-0.430515093187975
TRINITY_DN293683_c0_g3,-0.429660019189666
TRINITY_DN298234_c0_g1,-0.427028450971866
TRINITY_DN238287_c0_g1,-0.426505015399007
TRINITY_DN68601_c0_g1,-0.421529816605099
TRINITY_DN312765_c0_g4,-0.420422919982614
TRINITY_DN254222_c0_g1,-0.419608612264439
TRINITY_DN276970_c0_g1,-0.417888568108423
TRINITY_DN619879_c0_g1,-0.415468410687978
TRINITY_DN663195_c0_g1,-0.414557273604303
TRINITY_DN116794_c0_g1,-0.413338970963637
TRINITY_DN4939_c0_g1,-0.413338970910114
TRINITY_DN294109_c0_g1,-0.412575280754158
TRINITY_DN4648_c0_g1,-0.411790541506306
TRINITY_DN252073_c0_g1,-0.411377311087459
TRINITY_DN299792_c4_g1,-0.41111877333721
TRINITY_DN664251_c0_g1,-0.408938140231141
TRINITY_DN312085_c0_g4,-0.402620361122465
TRINITY_DN277256_c0_g1,-0.401076280440537
TRINITY_DN256558_c1_g2,-0.400493289229567
TRINITY_DN299635_c6_g1,-0.39986794850948
TRINITY_DN312086_c6_g2,-0.397047666884972
TRINITY_DN299033_c0_g1,-0.395513038293381
TRINITY_DN257906_c0_g1,-0.395384181772049
TRINITY_DN6866_c0_g1,-0.395008855425868
TRINITY_DN111742_c0_g1,-0.394003353644483
TRINITY_DN172855_c0_g1,-0.390780131843277
TRINITY_DN316976_c2_g1,-0.390745150796904
TRINITY_DN1116_c0_g1,-0.389966477454922
TRINITY_DN296219_c2_g1,-0.388742924723524
TRINITY_DN277052_c0_g1,-0.387214834393173
TRINITY_DN46036_c0_g1,-0.383929536069437
TRINITY_DN317257_c4_g2,-0.38366414282728
TRINITY_DN311923_c3_g6,-0.383384758627001
TRINITY_DN316212_c1_g2,-0.382762168848574
TRINITY_DN316956_c2_g1,-0.378034923079104
TRINITY_DN316956_c2_g2,-0.377557155165469
TRINITY_DN298848_c1_g1,-0.377451642640812
TRINITY_DN259133_c0_g1,-0.367957270249794
TRINITY_DN46490_c0_g1,-0.362826915409685
TRINITY_DN311494_c0_g2,-0.358742477646314
TRINITY_DN316214_c2_g1,-0.357751656027758
TRINITY_DN256938_c1_g1,-0.353987061394497
TRINITY_DN299700_c1_g1,-0.348206320556927
TRINITY_DN299637_c0_g2,-0.347016223099534
TRINITY_DN299638_c0_g1,-0.345772425511673
TRINITY_DN292338_c3_g2,-0.345127017137064
TRINITY_DN293689_c0_g4,-0.342084006100143
TRINITY_DN316644_c2_g5,-0.341457727081479
TRINITY_DN222980_c0_g1,-0.339107394853828
TRINITY_DN299027_c0_g1,-0.337176649659723
TRINITY_DN2508_c0_g1,-0.334743658637009
TRINITY_DN277214_c0_g1,-0.334362804981208
TRINITY_DN274633_c1_g3,-0.333159895500057
TRINITY_DN293391_c0_g1,-0.331299936037734
TRINITY_DN226948_c0_g1,-0.321156304271925
TRINITY_DN293382_c2_g7,-0.318123010255024
TRINITY_DN173208_c0_g1,-0.313448208923845
TRINITY_DN299298_c0_g1,-0.312305651936288
TRINITY_DN210388_c0_g1,-0.311612950253589
TRINITY_DN317699_c0_g1,-0.309983349279582
TRINITY_DN314258_c3_g2,-0.30792001418072
TRINITY_DN274666_c0_g1,-0.306325457061193
TRINITY_DN317256_c1_g1,-0.303888993776816
TRINITY_DN105058_c0_g1,-0.303638189935634
TRINITY_DN274894_c0_g1,-0.303603085457363
TRINITY_DN610882_c0_g1,-0.303488265867363
TRINITY_DN259153_c0_g1,-0.302265800349015
TRINITY_DN292376_c0_g1,-0.300242166946032
TRINITY_DN173541_c0_g1,-0.298987463742942
TRINITY_DN311771_c0_g1,-0.297881497730743
TRINITY_DN294146_c2_g3,-0.295354932834182
TRINITY_DN296215_c0_g1,-0.293378018521052
TRINITY_DN316220_c0_g1,-0.290641086126625
TRINITY_DN238281_c0_g1,-0.289925252017564
TRINITY_DN294140_c1_g3,-0.284663175843151
TRINITY_DN311471_c1_g1,-0.2846497290322
TRINITY_DN2960_c0_g1,-0.283277736120096
TRINITY_DN299787_c0_g1,-0.280586364785794
TRINITY_DN311030_c0_g2,-0.279621593035919
TRINITY_DN311715_c0_g1,-0.279379017714622
TRINITY_DN293336_c0_g1,-0.275077972362897
TRINITY_DN312043_c7_g3,-0.272143836558511
TRINITY_DN316644_c2_g3,-0.271282563809432
TRINITY_DN312710_c0_g2,-0.270795905123617
TRINITY_DN251934_c0_g1,-0.268169216514861
TRINITY_DN45645_c0_g1,-0.267613052885031
TRINITY_DN314845_c0_g1,-0.266154830749352
TRINITY_DN312086_c0_g1,-0.263729216061602
TRINITY_DN274577_c0_g1,-0.263569446702715
TRINITY_DN293698_c3_g5,-0.263547325628355
TRINITY_DN317257_c4_g1,-0.26131188278736
TRINITY_DN626629_c0_g1,-0.261148487559233
TRINITY_DN277918_c0_g1,-0.259670536529319
TRINITY_DN316647_c2_g4,-0.258074167581056
TRINITY_DN296778_c0_g1,-0.257489846042004
TRINITY_DN316287_c1_g2,-0.256638020685006
TRINITY_DN312091_c0_g1,-0.255924061532893
TRINITY_DN311923_c2_g3,-0.254969029572435
TRINITY_DN312040_c1_g1,-0.251095263002737
TRINITY_DN311923_c3_g5,-0.247799408849497
TRINITY_DN298474_c6_g1,-0.246737026387893
TRINITY_DN228067_c0_g1,-0.246380835680134
TRINITY_DN231265_c0_g1,-0.243074980457275
TRINITY_DN316908_c2_g4,-0.241401776097869
TRINITY_DN22019_c0_g1,-0.239831659263008
TRINITY_DN6762_c0_g1,-0.239831651531274
TRINITY_DN294779_c1_g5,-0.236022125464606
TRINITY_DN296755_c2_g3,-0.235176310432646
TRINITY_DN316648_c0_g1,-0.234844385878606
TRINITY_DN294740_c0_g1,-0.232777573250506
TRINITY_DN226641_c0_g1,-0.226875730260057
TRINITY_DN292327_c0_g1,-0.226806051364265
TRINITY_DN238638_c0_g1,-0.224651812068599
TRINITY_DN314849_c0_g5,-0.214100313798581
TRINITY_DN314638_c0_g2,-0.213082299873611
TRINITY_DN316641_c0_g1,-0.211175402763809
TRINITY_DN312006_c1_g3,-0.210601328245392
TRINITY_DN314174_c0_g1,-0.209274875643884
TRINITY_DN104381_c0_g1,-0.208749031060198
TRINITY_DN222989_c0_g1,-0.208452116391455
TRINITY_DN311923_c3_g3,-0.208133460234364
TRINITY_DN292955_c3_g3,-0.206574534728609
TRINITY_DN256666_c0_g1,-0.204678321392383
TRINITY_DN276266_c0_g1,-0.202523839681821
TRINITY_DN6221_c0_g1,-0.202284890039269
TRINITY_DN294772_c1_g2,-0.197070803191557
TRINITY_DN271254_c0_g1,-0.194717079032742
TRINITY_DN102468_c0_g1,-0.192290165504312
TRINITY_DN276297_c0_g1,-0.190814111473721
TRINITY_DN316935_c1_g2,-0.189607963214701
TRINITY_DN295008_c6_g2,-0.18844803613083
TRINITY_DN316268_c0_g4,-0.188380717811512
TRINITY_DN314104_c3_g1,-0.18760227047101
TRINITY_DN311470_c0_g1,-0.187568784263887
TRINITY_DN274006_c0_g1,-0.187201810313324
TRINITY_DN312728_c0_g3,-0.186756362281051
TRINITY_DN252879_c0_g1,-0.184223642392043
TRINITY_DN316214_c4_g1,-0.178085523109975
TRINITY_DN316933_c1_g1,-0.177409640311475
TRINITY_DN276410_c0_g1,-0.17645740064371
TRINITY_DN312711_c1_g1,-0.174157129715528
TRINITY_DN292976_c0_g1,-0.171867511064737
TRINITY_DN293683_c0_g1,-0.170742926743476
TRINITY_DN25957_c0_g1,-0.169322352262452
TRINITY_DN292668_c0_g2,-0.166430812756108
TRINITY_DN310731_c3_g2,-0.166004456182927
TRINITY_DN251098_c0_g1,-0.163275246777331
TRINITY_DN316643_c0_g1,-0.160879203684173
TRINITY_DN317248_c3_g1,-0.160035406235895
TRINITY_DN316214_c4_g4,-0.158567030708542
TRINITY_DN310087_c0_g4,-0.1577037720948
TRINITY_DN251092_c0_g1,-0.153975123670688
TRINITY_DN314256_c2_g1,-0.153433842511086
TRINITY_DN649563_c0_g1,-0.15338058641127
TRINITY_DN310740_c2_g2,-0.151929226119802
TRINITY_DN311499_c1_g1,-0.151296869660621
TRINITY_DN311737_c0_g1,-0.150241062514404
TRINITY_DN233670_c0_g1,-0.148946295606797
TRINITY_DN299720_c0_g1,-0.148318428137661
TRINITY_DN316935_c0_g1,-0.148267257594865
TRINITY_DN310769_c0_g1,-0.147741388893079
TRINITY_DN271555_c0_g1,-0.144080221940078
TRINITY_DN226765_c0_g1,-0.144014525317007
TRINITY_DN226047_c0_g1,-0.143374309679692
TRINITY_DN294146_c2_g1,-0.141961889916318
TRINITY_DN276419_c0_g1,-0.139547585119248
TRINITY_DN314849_c0_g7,-0.139183819252723
TRINITY_DN2151_c0_g1,-0.136053324669069
TRINITY_DN314888_c1_g3,-0.135523989625818
TRINITY_DN314219_c0_g1,-0.129962967521616
TRINITY_DN317266_c4_g5,-0.129398738857105
TRINITY_DN298140_c0_g2,-0.12534600833334
TRINITY_DN324253_c0_g1,-0.125018611873067
TRINITY_DN296716_c1_g1,-0.124758030247589
TRINITY_DN292367_c0_g1,-0.124332488792885
TRINITY_DN10209_c0_g1,-0.122812945646598
TRINITY_DN106799_c0_g1,-0.121645976506866
TRINITY_DN594341_c0_g1,-0.121255135854886
TRINITY_DN292352_c0_g1,-0.119574123711479
TRINITY_DN231211_c0_g2,-0.114740165210124
TRINITY_DN231268_c0_g2,-0.112722546837979
TRINITY_DN173216_c0_g1,-0.111728652197668
TRINITY_DN298815_c0_g1,-0.111158546863326
TRINITY_DN278926_c0_g1,-0.106083663468171
TRINITY_DN314174_c1_g2,-0.10569600890482
TRINITY_DN314175_c0_g1,-0.10555494091294
TRINITY_DN314215_c0_g1,-0.101836591901469
TRINITY_DN293347_c0_g2,-0.101565234962061
TRINITY_DN227535_c0_g1,-0.101526590378898
TRINITY_DN375763_c0_g1,-0.0998876839790746
TRINITY_DN312712_c0_g1,-0.0984004962830178
TRINITY_DN211165_c0_g1,-0.0959997149480856
TRINITY_DN298837_c0_g1,-0.0934904954581277
TRINITY_DN298479_c0_g1,-0.092932562853657
TRINITY_DN34934_c0_g1,-0.0928334267906039
TRINITY_DN257930_c0_g1,-0.092674462307656
TRINITY_DN619773_c0_g1,-0.0908274055355354
TRINITY_DN104339_c0_g1,-0.0908274054523093
TRINITY_DN106984_c0_g1,-0.0908274038000625
TRINITY_DN3160_c0_g1,-0.0908274000540447
TRINITY_DN316216_c0_g2,-0.0890999760743801
TRINITY_DN316214_c4_g5,-0.0867599752466353
TRINITY_DN173562_c0_g1,-0.0867211783439949
TRINITY_DN316923_c1_g1,-0.0863888438649403
TRINITY_DN295217_c0_g1,-0.085226578145941
TRINITY_DN316644_c1_g1,-0.0837588424562953
TRINITY_DN238630_c0_g1,-0.0801877292299179
